Season,Team,Conference,Points For,Points Against,Win,Game,Loss
2021,Illinois,Big Ten,30,22,1,1,0
2021,UCLA,Pac-12,44,10,1,1,0
2021,NC State,ACC,45,0,1,1,0
2021,Utah,Pac-12,40,17,1,1,0
2021,Tennessee,SEC,38,6,1,1,0
2021,Minnesota,Big Ten,31,45,0,1,1
2021,Arizona State,Pac-12,41,14,1,1,0
2021,Virginia Tech,ACC,17,10,1,1,0
2021,Wake Forest,ACC,42,10,1,1,0
2021,Kansas,Big 12,17,14,1,1,0
2021,Colorado,Pac-12,35,7,1,1,0
2021,Northwestern,Big Ten,21,38,0,1,1
2021,Rutgers,Big Ten,61,14,1,1,0
2021,Oklahoma,Big 12,40,35,1,1,0
2021,Kansas State,Big 12,24,7,1,1,0
2021,Kentucky,SEC,45,10,1,1,0
2021,Michigan,Big Ten,47,14,1,1,0
2021,Wisconsin,Big Ten,10,16,0,1,1
2021,Boston College,ACC,51,0,1,1,0
2021,Nebraska,Big Ten,52,7,1,1,0
2021,Arkansas,SEC,38,17,1,1,0
2021,Oregon,Pac-12,31,24,1,1,0
2021,Miami,ACC,13,44,0,1,1
2021,Maryland,Big Ten,30,24,1,1,0
2021,Iowa,Big Ten,34,6,1,1,0
2021,Mississippi State,SEC,35,34,1,1,0
2021,Pittsburgh,ACC,51,7,1,1,0
2021,Missouri,SEC,34,24,1,1,0
2021,Texas,Big 12,38,18,1,1,0
2021,Iowa State,Big 12,16,10,1,1,0
2021,USC,Pac-12,30,7,1,1,0
2021,Oklahoma State,Big 12,23,16,1,1,0
2021,Auburn,SEC,60,10,1,1,0
2021,Purdue,Big Ten,30,21,1,1,0
2021,South Carolina,SEC,46,0,1,1,0
2021,Florida,SEC,35,14,1,1,0
2021,Illinois,Big Ten,30,37,0,1,1
2021,Georgia Tech,ACC,21,22,0,1,1
2021,Virginia,ACC,43,0,1,1,0
2021,Clemson,ACC,3,10,0,1,1
2021,Texas A&M,SEC,41,10,1,1,0
2021,Vanderbilt,SEC,3,23,0,1,1
2021,TCU,Big 12,45,3,1,1,0
2021,Washington,Pac-12,7,13,0,1,1
2021,UCLA,Pac-12,38,27,1,1,0
2021,Arizona,Pac-12,16,24,0,1,1
2021,California,Pac-12,17,22,0,1,1
2021,Washington State,Pac-12,23,26,0,1,1
2021,Florida State,ACC,38,41,0,1,1
2021,Ole Miss,SEC,43,24,1,1,0
2021,Duke,ACC,45,17,1,1,0
2021,Virginia,ACC,42,14,1,1,0
2021,Georgia Tech,ACC,45,17,1,1,0
2021,Michigan State,Big Ten,42,14,1,1,0
2021,Wake Forest,ACC,41,16,1,1,0
2021,Ohio State,Big Ten,28,35,0,1,1
2021,Tennessee,SEC,34,41,0,1,1
2021,Minnesota,Big Ten,31,26,1,1,0
2021,Auburn,SEC,62,0,1,1,0
2021,Oklahoma State,Big 12,28,23,1,1,0
2021,Northwestern,Big Ten,24,6,1,1,0
2021,Syracuse,ACC,7,17,0,1,1
2021,Virginia Tech,ACC,35,14,1,1,0
2021,Georgia,SEC,56,7,1,1,0
2021,Colorado,Pac-12,7,10,0,1,1
2021,Nebraska,Big Ten,28,3,1,1,0
2021,Penn State,Big Ten,44,13,1,1,0
2021,TCU,Big 12,34,32,1,1,0
2021,Alabama,SEC,48,14,1,1,0
2021,Iowa State,Big 12,17,27,0,1,1
2021,Clemson,ACC,49,3,1,1,0
2021,West Virginia,Big 12,66,0,1,1,0
2021,Washington State,Pac-12,44,24,1,1,0
2021,Baylor,Big 12,66,7,1,1,0
2021,Kansas State,Big 12,31,23,1,1,0
2021,Oklahoma,Big 12,76,0,1,1,0
2021,Louisville,ACC,30,3,1,1,0
2021,Texas Tech,Big 12,28,22,1,1,0
2021,Miami,ACC,25,23,1,1,0
2021,Wisconsin,Big Ten,34,7,1,1,0
2021,Arkansas,SEC,40,21,1,1,0
2021,Mississippi State,SEC,24,10,1,1,0
2021,Kentucky,SEC,35,28,1,1,0
2021,North Carolina,ACC,59,17,1,1,0
2021,Ole Miss,SEC,54,17,1,1,0
2021,Indiana,Big Ten,56,14,1,1,0
2021,Maryland,Big Ten,62,0,1,1,0
2021,LSU,SEC,34,7,1,1,0
2021,Florida State,ACC,17,20,0,1,1
2021,Michigan,Big Ten,31,10,1,1,0
2021,Arizona,Pac-12,14,38,0,1,1
2021,USC,Pac-12,28,42,0,1,1
2021,Arizona State,Pac-12,37,10,1,1,0
2021,Oregon State,Pac-12,45,27,1,1,0
2021,Louisville,ACC,42,35,1,1,0
2021,Illinois,Big Ten,17,20,0,1,1
2021,Tennessee,SEC,56,0,1,1,0
2021,Syracuse,ACC,62,24,1,1,0
2021,Miami,ACC,17,38,0,1,1
2021,West Virginia,Big 12,27,21,1,1,0
2021,Missouri,SEC,59,28,1,1,0
2021,Oklahoma,Big 12,23,16,1,1,0
2021,Michigan,Big Ten,63,10,1,1,0
2021,Pittsburgh,ACC,41,44,0,1,1
2021,Indiana,Big Ten,24,38,0,1,1
2021,Texas A&M,SEC,34,0,1,1,0
2021,Kentucky,SEC,28,23,1,1,0
2021,Colorado,Pac-12,0,30,0,1,1
2021,Kansas State,Big 12,38,17,1,1,0
2021,Kansas,Big 12,7,45,0,1,1
2021,Florida,SEC,29,31,0,1,1
2021,Washington State,Pac-12,14,45,0,1,1
2021,Ohio State,Big Ten,41,20,1,1,0
2021,Iowa,Big Ten,30,7,1,1,0
2021,Wake Forest,ACC,35,14,1,1,0
2021,Oregon State,Pac-12,42,0,1,1,0
2021,Clemson,ACC,14,8,1,1,0
2021,Rutgers,Big Ten,45,13,1,1,0
2021,Arkansas,SEC,45,10,1,1,0
2021,Duke,ACC,30,23,1,1,0
2021,California,Pac-12,42,30,1,1,0
2021,Washington,Pac-12,52,3,1,1,0
2021,Georgia,SEC,40,13,1,1,0
2021,Texas Tech,Big 12,54,21,1,1,0
2021,Penn State,Big Ten,28,20,1,1,0
2021,Oregon,Pac-12,48,7,1,1,0
2021,NC State,ACC,45,7,1,1,0
2021,North Carolina,ACC,59,39,1,1,0
2021,LSU,SEC,49,21,1,1,0
2021,Vanderbilt,SEC,23,41,0,1,1
2021,Ole Miss,SEC,61,21,1,1,0
2021,Texas,Big 12,58,0,1,1,0
2021,Arizona,Pac-12,19,21,0,1,1
2021,UCLA,Pac-12,37,40,0,1,1
2021,Virginia,ACC,17,37,0,1,1
2021,Syracuse,ACC,24,21,1,1,0
2021,Vanderbilt,SEC,0,62,0,1,1
2021,Texas,Big 12,70,35,1,1,0
2021,Penn State,Big Ten,38,17,1,1,0
2021,Boston College,ACC,41,34,1,1,0
2021,Virginia Tech,ACC,21,10,1,1,0
2021,Pittsburgh,ACC,77,7,1,1,0
2021,TCU,Big 12,34,42,0,1,1
2021,Northwestern,Big Ten,35,6,1,1,0
2021,Minnesota,Big Ten,10,14,0,1,1
2021,Wisconsin,Big Ten,13,41,0,1,1
2021,Mississippi State,SEC,25,28,0,1,1
2021,Miami,ACC,69,0,1,1,0
2021,Utah,Pac-12,24,13,1,1,0
2021,Michigan,Big Ten,20,13,1,1,0
2021,Baylor,Big 12,31,29,1,1,0
2021,NC State,ACC,27,21,1,1,0
2021,Maryland,Big Ten,37,16,1,1,0
2021,Florida State,ACC,23,31,0,1,1
2021,Arkansas,SEC,20,10,1,1,0
2021,Purdue,Big Ten,13,9,1,1,0
2021,Iowa,Big Ten,24,14,1,1,0
2021,Auburn,SEC,34,24,1,1,0
2021,Duke,ACC,52,33,1,1,0
2021,Stanford,Pac-12,24,35,0,1,1
2021,Florida,SEC,38,14,1,1,0
2021,Oklahoma State,Big 12,31,20,1,1,0
2021,Michigan State,Big Ten,23,20,1,1,0
2021,South Carolina,SEC,10,16,0,1,1
2021,Georgia Tech,ACC,45,22,1,1,0
2021,Oklahoma,Big 12,16,13,1,1,0
2021,Ohio State,Big Ten,59,7,1,1,0
2021,Alabama,SEC,63,14,1,1,0
2021,Washington,Pac-12,31,24,1,1,0
2021,Arizona State,Pac-12,35,13,1,1,0
2021,Oregon,Pac-12,41,19,1,1,0
2021,USC,Pac-12,27,45,0,1,1
2021,Miami,ACC,28,30,0,1,1
2021,Maryland,Big Ten,14,51,0,1,1
2021,Missouri,SEC,24,62,0,1,1
2021,Wisconsin,Big Ten,17,38,0,1,1
2021,TCU,Big 12,27,32,0,1,1
2021,Purdue,Big Ten,13,20,0,1,1
2021,North Carolina,ACC,38,7,1,1,0
2021,Illinois,Big Ten,24,14,1,1,0
2021,Georgia,SEC,37,0,1,1,0
2021,Georgia Tech,ACC,21,52,0,1,1
2021,Wake Forest,ACC,37,34,1,1,0
2021,Colorado,Pac-12,14,37,0,1,1
2021,Rutgers,Big Ten,13,52,0,1,1
2021,Stanford,Pac-12,31,24,1,1,0
2021,West Virginia,Big 12,20,23,0,1,1
2021,Alabama,SEC,42,21,1,1,0
2021,Kansas State,Big 12,31,37,0,1,1
2021,Florida State,ACC,33,30,1,1,0
2021,South Carolina,SEC,23,14,1,1,0
2021,California,Pac-12,6,21,0,1,1
2021,Kentucky,SEC,20,13,1,1,0
2021,NC State,ACC,34,27,1,1,0
2021,Iowa State,Big 12,59,7,1,1,0
2021,Oklahoma State,Big 12,24,14,1,1,0
2021,Texas A&M,SEC,22,26,0,1,1
2021,Nebraska,Big Ten,56,7,1,1,0
2021,Michigan State,Big Ten,48,31,1,1,0
2021,Vanderbilt,SEC,30,28,1,1,0
2021,Clemson,ACC,19,13,1,1,0
2021,Penn State,Big Ten,24,0,1,1,0
2021,Oregon State,Pac-12,27,24,1,1,0
2021,LSU,SEC,19,24,0,1,1
2021,UCLA,Pac-12,23,42,0,1,1
2021,Arizona State,Pac-12,28,10,1,1,0
2021,Ohio State,Big Ten,66,17,1,1,0
2021,Tennessee,SEC,45,20,1,1,0
2021,Rutgers,Big Ten,13,31,0,1,1
2021,Florida,SEC,42,0,1,1,0
2021,Baylor,Big 12,45,20,1,1,0
2021,Texas,Big 12,48,55,0,1,1
2021,Ole Miss,SEC,52,51,1,1,0
2021,Duke,ACC,27,31,0,1,1
2021,Louisville,ACC,33,34,0,1,1
2021,Auburn,SEC,10,34,0,1,1
2021,North Carolina,ACC,25,35,0,1,1
2021,Illinois,Big Ten,0,24,0,1,1
2021,Syracuse,ACC,37,40,0,1,1
2021,Missouri,SEC,48,35,1,1,0
2021,Washington State,Pac-12,31,24,1,1,0
2021,Iowa,Big Ten,23,20,1,1,0
2021,Texas Tech,Big 12,31,52,0,1,1
2021,Virginia Tech,ACC,29,32,0,1,1
2021,Kentucky,SEC,42,21,1,1,0
2021,Nebraska,Big Ten,29,32,0,1,1
2021,Texas A&M,SEC,41,38,1,1,0
2021,USC,Pac-12,26,42,0,1,1
2021,Arizona,Pac-12,16,34,0,1,1
2021,Syracuse,ACC,14,17,0,1,1
2021,Oregon,Pac-12,24,17,1,1,0
2021,Indiana,Big Ten,15,20,0,1,1
2021,Missouri,SEC,14,35,0,1,1
2021,LSU,SEC,49,42,1,1,0
2021,Northwestern,Big Ten,21,7,1,1,0
2021,Arkansas,SEC,23,38,0,1,1
2021,Texas,Big 12,24,32,0,1,1
2021,Minnesota,Big Ten,30,23,1,1,0
2021,Virginia,ACC,48,0,1,1,0
2021,Iowa,Big Ten,7,24,0,1,1
2021,North Carolina,ACC,45,42,1,1,0
2021,Georgia,SEC,30,13,1,1,0
2021,Colorado,Pac-12,34,0,1,1,0
2021,Virginia Tech,ACC,7,28,0,1,1
2021,Baylor,Big 12,38,24,1,1,0
2021,Kansas,Big 12,14,41,0,1,1
2021,South Carolina,SEC,21,20,1,1,0
2021,Mississippi State,SEC,9,49,0,1,1
2021,Boston College,ACC,7,33,0,1,1
2021,Tennessee,SEC,26,31,0,1,1
2021,Kansas State,Big 12,20,33,0,1,1
2021,Oklahoma,Big 12,52,31,1,1,0
2021,Washington State,Pac-12,34,31,1,1,0
2021,Wisconsin,Big Ten,20,14,1,1,0
2021,Washington,Pac-12,17,24,0,1,1
2021,Utah,Pac-12,35,21,1,1,0
2021,Arizona,Pac-12,16,21,0,1,1
2021,Kansas,Big 12,23,35,0,1,1
2021,Texas Tech,Big 12,24,25,0,1,1
2021,Florida State,ACC,59,3,1,1,0
2021,Penn State,Big Ten,18,20,0,1,1
2021,Arkansas,SEC,45,3,1,1,0
2021,Michigan,Big Ten,33,7,1,1,0
2021,Virginia Tech,ACC,36,41,0,1,1
2021,Purdue,Big Ten,13,30,0,1,1
2021,Washington State,Pac-12,19,21,0,1,1
2021,Iowa State,Big 12,24,21,1,1,0
2021,UCLA,Pac-12,31,34,0,1,1
2021,California,Pac-12,26,3,1,1,0
2021,Pittsburgh,ACC,27,17,1,1,0
2021,Minnesota,Big Ten,34,16,1,1,0
2021,Ole Miss,SEC,31,17,1,1,0
2021,Vanderbilt,SEC,6,45,0,1,1
2021,Louisville,ACC,28,14,1,1,0
2021,Alabama,SEC,52,24,1,1,0
2021,Miami,ACC,31,30,1,1,0
2021,Texas A&M,SEC,44,14,1,1,0
2021,Indiana,Big Ten,7,54,0,1,1
2021,Oregon State,Pac-12,42,34,1,1,0
2021,Virginia,ACC,48,40,1,1,0
2021,TCU,Big 12,17,29,0,1,1
2021,Baylor,Big 12,31,24,1,1,0
2021,Pittsburgh,ACC,34,38,0,1,1
2021,Illinois,Big Ten,14,20,0,1,1
2021,Michigan State,Big Ten,37,33,1,1,0
2021,Georgia Tech,ACC,17,26,0,1,1
2021,Maryland,Big Ten,38,35,1,1,0
2021,Wisconsin,Big Ten,27,7,1,1,0
2021,West Virginia,Big 12,38,31,1,1,0
2021,Vanderbilt,SEC,28,37,0,1,1
2021,Arizona State,Pac-12,21,34,0,1,1
2021,Florida,SEC,7,34,0,1,1
2021,Kansas State,Big 12,31,12,1,1,0
2021,Oregon,Pac-12,52,29,1,1,0
2021,Clemson,ACC,30,20,1,1,0
2021,Northwestern,Big Ten,14,41,0,1,1
2021,Nebraska,Big Ten,23,28,0,1,1
2021,Syracuse,ACC,21,6,1,1,0
2021,Oklahoma,Big 12,52,21,1,1,0
2021,Wake Forest,ACC,45,7,1,1,0
2021,USC,Pac-12,41,34,1,1,0
2021,Mississippi State,SEC,31,17,1,1,0
2021,California,Pac-12,39,25,1,1,0
2021,Auburn,SEC,31,20,1,1,0
2021,Oklahoma State,Big 12,55,3,1,1,0
2021,Ohio State,Big Ten,33,24,1,1,0
2021,NC State,ACC,28,13,1,1,0
2021,Utah,Pac-12,44,24,1,1,0
2021,Stanford,Pac-12,13,20,0,1,1
2021,Boston College,ACC,17,3,1,1,0
2021,Stanford,Pac-12,7,52,0,1,1
2021,Kansas,Big 12,10,35,0,1,1
2021,Ole Miss,SEC,27,14,1,1,0
2021,Georgia,SEC,43,6,1,1,0
2021,Nebraska,Big Ten,17,26,0,1,1
2021,North Carolina,ACC,58,55,1,1,0
2021,Minnesota,Big Ten,6,14,0,1,1
2021,Duke,ACC,29,54,0,1,1
2021,Miami,ACC,33,30,1,1,0
2021,Arizona,Pac-12,10,3,1,1,0
2021,Purdue,Big Ten,40,29,1,1,0
2021,Rutgers,Big Ten,3,52,0,1,1
2021,Texas A&M,SEC,20,3,1,1,0
2021,Maryland,Big Ten,14,31,0,1,1
2021,West Virginia,Big 12,3,24,0,1,1
2021,TCU,Big 12,30,28,1,1,0
2021,Florida State,ACC,14,28,0,1,1
2021,Arkansas,SEC,31,28,1,1,0
2021,Kentucky,SEC,42,45,0,1,1
2021,Alabama,SEC,20,14,1,1,0
2021,Colorado,Pac-12,37,34,1,1,0
2021,Northwestern,Big Ten,12,17,0,1,1
2021,Washington,Pac-12,16,26,0,1,1
2021,South Carolina,SEC,40,17,1,1,0
2021,Louisville,ACC,24,30,0,1,1
2021,Iowa State,Big 12,30,7,1,1,0
2021,Michigan,Big Ten,29,7,1,1,0
2021,Arizona State,Pac-12,31,16,1,1,0
2021,Pittsburgh,ACC,30,23,1,1,0
2021,Auburn,SEC,34,43,0,1,1
2021,Alabama,SEC,59,3,1,1,0
2021,Baylor,Big 12,27,14,1,1,0
2021,Wisconsin,Big Ten,35,7,1,1,0
2021,Florida,SEC,70,52,1,1,0
2021,Penn State,Big Ten,17,21,0,1,1
2021,Clemson,ACC,44,7,1,1,0
2021,Louisville,ACC,41,3,1,1,0
2021,Indiana,Big Ten,3,38,0,1,1
2021,Kansas State,Big 12,34,17,1,1,0
2021,Arizona,Pac-12,29,38,0,1,1
2021,Iowa,Big Ten,27,22,1,1,0
2021,Texas Tech,Big 12,41,38,1,1,0
2021,Tennessee,SEC,17,41,0,1,1
2021,Florida State,ACC,31,28,1,1,0
2021,Virginia Tech,ACC,48,17,1,1,0
2021,Ohio State,Big Ten,59,31,1,1,0
2021,Georgia Tech,ACC,30,41,0,1,1
2021,Michigan State,Big Ten,40,21,1,1,0
2021,Missouri,SEC,31,28,1,1,0
2021,Oregon State,Pac-12,35,14,1,1,0
2021,Washington,Pac-12,30,35,0,1,1
2021,Ole Miss,SEC,29,19,1,1,0
2021,Vanderbilt,SEC,17,34,0,1,1
2021,Texas,Big 12,56,57,0,1,1
2021,Wake Forest,ACC,45,42,1,1,0
2021,Virginia,ACC,3,28,0,1,1
2021,LSU,SEC,13,16,0,1,1
2021,Oklahoma State,Big 12,63,17,1,1,0
2021,UCLA,Pac-12,44,20,1,1,0
2021,Oregon,Pac-12,38,24,1,1,0
2021,Duke,ACC,22,62,0,1,1
2021,Washington State,Pac-12,44,18,1,1,0
2021,Ohio State,Big Ten,56,7,1,1,0
2021,Georgia,SEC,56,7,1,1,0
2021,Penn State,Big Ten,28,0,1,1,0
2021,Texas A&M,SEC,52,3,1,1,0
2021,North Carolina,ACC,34,14,1,1,0
2021,Northwestern,Big Ten,14,32,0,1,1
2021,Boston College,ACC,23,26,0,1,1
2021,Mississippi State,SEC,55,10,1,1,0
2021,Clemson,ACC,48,27,1,1,0
2021,Kentucky,SEC,56,16,1,1,0
2021,West Virginia,Big 12,31,23,1,1,0
2021,Oklahoma,Big 12,28,21,1,1,0
2021,Iowa,Big Ten,33,23,1,1,0
2021,Colorado,Pac-12,20,17,1,1,0
2021,Indiana,Big Ten,14,35,0,1,1
2021,Maryland,Big Ten,18,59,0,1,1
2021,Wisconsin,Big Ten,35,28,1,1,0
2021,Alabama,SEC,42,35,1,1,0
2021,Pittsburgh,ACC,48,38,1,1,0
2021,Missouri,SEC,24,23,1,1,0
2021,USC,Pac-12,33,62,0,1,1
2021,NC State,ACC,41,17,1,1,0
2021,TCU,Big 12,31,28,1,1,0
2021,Kansas State,Big 12,10,20,0,1,1
2021,Stanford,Pac-12,11,41,0,1,1
2021,South Carolina,SEC,21,17,1,1,0
2021,Ole Miss,SEC,31,17,1,1,0
2021,Utah,Pac-12,38,7,1,1,0
2021,Tennessee,SEC,60,14,1,1,0
2021,Miami,ACC,38,26,1,1,0
2021,Texas Tech,Big 12,0,23,0,1,1
2021,LSU,SEC,27,14,1,1,0
2021,Oregon State,Pac-12,24,10,1,1,0
2021,Mississippi State,SEC,21,31,0,1,1
2021,Texas,Big 12,22,17,1,1,0
2021,Nebraska,Big Ten,21,28,0,1,1
2021,Arkansas,SEC,34,17,1,1,0
2021,Utah,Pac-12,28,13,1,1,0
2021,Iowa State,Big 12,48,14,1,1,0
2021,NC State,ACC,34,30,1,1,0
2021,Washington,Pac-12,13,40,0,1,1
2021,Michigan,Big Ten,42,27,1,1,0
2021,Florida,SEC,24,21,1,1,0
2021,Georgia Tech,ACC,0,45,0,1,1
2021,Rutgers,Big Ten,16,40,0,1,1
2021,Baylor,Big 12,27,24,1,1,0
2021,Boston College,ACC,10,41,0,1,1
2021,Duke,ACC,10,47,0,1,1
2021,Illinois,Big Ten,47,14,1,1,0
2021,Purdue,Big Ten,44,7,1,1,0
2021,Auburn,SEC,22,24,0,1,1
2021,Michigan State,Big Ten,30,27,1,1,0
2021,Oregon,Pac-12,38,29,1,1,0
2021,Tennessee,SEC,45,21,1,1,0
2021,Virginia,ACC,24,29,0,1,1
2021,Minnesota,Big Ten,23,13,1,1,0
2021,Arizona State,Pac-12,38,15,1,1,0
2021,Kansas,Big 12,28,34,0,1,1
2021,LSU,SEC,27,24,1,1,0
2021,Syracuse,ACC,14,31,0,1,1
2021,Oklahoma State,Big 12,37,33,1,1,0
2021,Louisville,ACC,21,52,0,1,1
2021,South Carolina,SEC,0,30,0,1,1
2021,Stanford,Pac-12,14,45,0,1,1
2021,USC,Pac-12,31,35,0,1,1
2021,UCLA,Pac-12,42,14,1,1,0
2021,Utah,Pac-12,38,10,1,1,0
2021,Oklahoma State,Big 12,16,21,0,1,1
2021,Alabama,SEC,41,24,1,1,0
2021,Iowa,Big Ten,3,42,0,1,1
2021,Wake Forest,ACC,21,45,0,1,1
2021,California,Pac-12,24,14,1,1,0
2021,Nebraska,Big Ten,22,30,0,1,1
2021,Ohio State,Big Ten,45,31,1,1,0
2021,North Carolina,ACC,10,17,0,1,1
2021,Duke,ACC,28,31,0,1,1
2021,Michigan State,Big Ten,38,21,1,1,0
2021,Stanford,Pac-12,7,24,0,1,1
2021,Penn State,Big Ten,16,10,1,1,0
2021,Alabama,SEC,44,13,1,1,0
2021,West Virginia,Big 12,24,30,0,1,1
2021,Indiana,Big Ten,6,34,0,1,1
2021,Syracuse,ACC,29,9,1,1,0
2021,Texas Tech,Big 12,38,21,1,1,0
2021,Oregon State,Pac-12,21,30,0,1,1
2021,Baylor,Big 12,29,20,1,1,0
2021,Georgia,SEC,10,3,1,1,0
2021,LSU,SEC,27,38,0,1,1
2021,Louisville,ACC,24,43,0,1,1
2021,Kansas,Big 12,22,49,0,1,1
2021,Illinois,Big Ten,14,42,0,1,1
2021,South Carolina,SEC,20,17,1,1,0
2021,Oregon,Pac-12,35,28,1,1,0
2021,Pittsburgh,ACC,41,34,1,1,0
2021,Florida,SEC,42,20,1,1,0
2021,Rutgers,Big Ten,17,7,1,1,0
2021,Purdue,Big Ten,49,0,1,1,0
2021,Texas A&M,SEC,10,7,1,1,0
2021,Boston College,ACC,45,28,1,1,0
2021,California,Pac-12,32,34,0,1,1
2021,Iowa,Big Ten,27,17,1,1,0
2021,Texas,Big 12,21,40,0,1,1
